time/episodes,train/critic_loss,train/ent_coef_loss,time/fps,train/learning_rate,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/actor_loss,train/n_updates,train/ent_coef,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward
,0.040036387741565704,0.1431252360343933,,0.0003,,50000,,38.54212951660156,49899,0.008824160322546959,,100.0,-43.813915879999996
500,,,36,,100.0,50000,1361,,,,-44.167249420000005,,
504,0.0750110000371933,-0.9777437448501587,36,0.0003,100.0,50400,1366,38.344364166259766,50299,0.008797003887593746,-44.34924592999999,,
,0.042049720883369446,0.6325209140777588,,0.0003,,50500,,37.085838317871094,50399,0.008824354037642479,,100.0,-46.78978884
508,0.04516496881842613,0.22033610939979553,36,0.0003,100.0,50800,1379,38.49650955200195,50699,0.008809471502900124,-44.514555810000004,,
,0.04434821382164955,-0.37911707162857056,,0.0003,,51000,,38.37451171875,50899,0.008810214698314667,,100.0,-45.459238019999994
512,0.031191881746053696,1.3526479005813599,36,0.0003,100.0,51200,1391,38.544837951660156,51099,0.008823416195809841,-44.48256867999999,,
,0.04400024935603142,0.11004983633756638,,0.0003,,51500,,38.4431266784668,51399,0.008871699683368206,,100.0,-45.77172511999999
516,0.08199100196361542,0.3364158868789673,36,0.0003,100.0,51600,1403,36.85792541503906,51499,0.00888551864773035,-44.743900110000006,,
,0.04490102827548981,-1.782293677330017,,0.0003,,52000,,38.20616149902344,51899,0.008775502443313599,,100.0,-47.19304241999999
520,,,36,,100.0,52000,1415,,,,-44.927432599999996,,
524,0.0671292245388031,-0.16739627718925476,36,0.0003,100.0,52400,1421,38.92988967895508,52299,0.008828659541904926,-45.07954296999999,,
,0.03688715398311615,-0.7532317042350769,,0.0003,,52500,,38.02893829345703,52399,0.008798174560070038,,100.0,-47.05114506000001
528,0.04864237457513809,0.8738675713539124,36,0.0003,100.0,52800,1433,38.44489288330078,52699,0.008725648745894432,-45.42619508000001,,
,0.051644135266542435,0.2093823254108429,,0.0003,,53000,,39.16176986694336,52899,0.008708843030035496,,100.0,-48.0054399
532,0.04995081573724747,-0.8241569995880127,36,0.0003,100.0,53200,1445,38.5272216796875,53099,0.008731629699468613,-45.29107156,,
,0.045211631804704666,-1.3300955295562744,,0.0003,,53500,,38.3698616027832,53399,0.008762260898947716,,100.0,-49.24227113999999
536,0.05368230119347572,-0.7448147535324097,36,0.0003,100.0,53600,1457,38.073768615722656,53499,0.008767488412559032,-45.08626639999999,,
,0.042002398520708084,-0.7205232381820679,,0.0003,,54000,,38.63719177246094,53899,0.008745751343667507,,100.0,-46.244434459999994
540,,,36,,100.0,54000,1470,,,,-45.5480552,,
544,0.0619678869843483,1.682960033416748,36,0.0003,100.0,54400,1474,38.528602600097656,54299,0.008766213431954384,-45.538700989999995,,
,0.03835048899054527,1.3703839778900146,,0.0003,,54500,,38.25775909423828,54399,0.008753147907555103,,100.0,-46.229059400000004
548,0.039125707000494,-0.7222219705581665,36,0.0003,100.0,54800,1487,38.213172912597656,54699,0.008782937191426754,-45.7458006,,
,0.05229869484901428,1.7627793550491333,,0.0003,,55000,,39.16010284423828,54899,0.008842326700687408,,100.0,-46.2350524
552,0.0525289922952652,-0.723685622215271,36,0.0003,100.0,55200,1499,38.72240447998047,55099,0.008788962848484516,-45.87815946000001,,
,0.06429404765367508,1.1685128211975098,,0.0003,,55500,,38.52342987060547,55399,0.008797633461654186,,100.0,-47.45931493999999
556,0.041958101093769073,0.9962475299835205,36,0.0003,100.0,55600,1511,39.247684478759766,55499,0.008787843398749828,-45.66517561,,
,0.03778141736984253,-0.5767984390258789,,0.0003,,56000,,38.14646530151367,55899,0.00887236837297678,,100.0,-44.0889471
560,,,36,,100.0,56000,1524,,,,-45.54132579,,
564,0.0672549307346344,-1.1543172597885132,36,0.0003,100.0,56400,1529,38.31407165527344,56299,0.008872385136783123,-45.57763603,,
,0.045587074011564255,0.16868823766708374,,0.0003,,56500,,39.38790512084961,56399,0.008872279897332191,,100.0,-44.70175434
568,0.07589493691921234,0.6730796098709106,36,0.0003,100.0,56800,1541,39.08119583129883,56699,0.008866701275110245,-45.984017359999996,,
,0.05137519910931587,-0.6033875346183777,,0.0003,,57000,,39.43440246582031,56899,0.008907930925488472,,100.0,-44.95244208
572,0.05244050920009613,-0.6063167452812195,36,0.0003,100.0,57200,1553,37.89240264892578,57099,0.008901048451662064,-46.17148082999999,,
,0.052278243005275726,1.9572471380233765,,0.0003,,57500,,39.260807037353516,57399,0.008931378833949566,,100.0,-45.35161549999999
576,0.04263933002948761,0.8214082717895508,36,0.0003,100.0,57600,1566,38.79022216796875,57499,0.008973623625934124,-46.29351291,,
,0.08521296083927155,0.5216999053955078,,0.0003,,58000,,38.67981719970703,57899,0.008945653215050697,,100.0,-45.82863647999999
580,,,36,,100.0,58000,1578,,,,-46.49581851000001,,
584,0.050911158323287964,1.1249537467956543,36,0.0003,100.0,58400,1583,39.84162521362305,58299,0.008967174217104912,-46.743278450000005,,
,0.04509691894054413,0.11647159606218338,,0.0003,,58500,,39.64684295654297,58399,0.008953210897743702,,100.0,-47.32669250000001
588,0.04867403954267502,-0.25300198793411255,36,0.0003,100.0,58800,1595,39.94501495361328,58699,0.00898650847375393,-47.03442941999999,,
,0.053742893040180206,-0.8994967937469482,,0.0003,,59000,,39.29549789428711,58899,0.009023195132613182,,100.0,-46.07288753999999
592,0.06691163778305054,1.2480051517486572,36,0.0003,100.0,59200,1608,38.76265335083008,59099,0.009051102213561535,-47.3057108,,
,0.04964792728424072,1.2349281311035156,,0.0003,,59500,,38.76411056518555,59399,0.009036081843078136,,100.0,-47.09383364
596,0.04274258017539978,0.8278185129165649,36,0.0003,100.0,59600,1620,38.999874114990234,59499,0.009049936197698116,-47.51125778999999,,
,0.0458206832408905,-1.2830710411071777,,0.0003,,60000,,40.455535888671875,59899,0.009107986465096474,,100.0,-44.18100714000001
600,,,36,,100.0,60000,1633,,,,-46.88845226,,
604,0.05913911759853363,-1.4267693758010864,36,0.0003,100.0,60400,1638,38.55272674560547,60299,0.009107708930969238,-46.952989699999996,,
,0.050298646092414856,0.39964404702186584,,0.0003,,60500,,39.14610290527344,60399,0.009092365391552448,,100.0,-43.299408019999994
608,0.07836505770683289,-1.0327260494232178,36,0.0003,100.0,60800,1650,39.67573165893555,60699,0.009054776281118393,-46.72584646,,
,0.06146905571222305,0.5878298282623291,,0.0003,,61000,,39.306488037109375,60899,0.009038607589900494,,100.0,-43.46331252000001
612,0.04926495999097824,0.8126485347747803,36,0.0003,100.0,61200,1662,39.886985778808594,61099,0.009101256728172302,-46.76223713,,
,0.06763799488544464,-1.2512023448944092,,0.0003,,61500,,39.450767517089844,61399,0.009156137704849243,,100.0,-41.98363929999999
616,0.057775601744651794,-0.6506671905517578,36,0.0003,100.0,61600,1675,39.613075256347656,61499,0.009194846265017986,-46.54139518,,
,0.05255807191133499,-0.5377368927001953,,0.0003,,62000,,39.39544677734375,61899,0.009191199205815792,,100.0,-40.70946438000001
620,,,36,,100.0,62000,1687,,,,-46.47763007,,
624,0.09583412110805511,-0.6135495901107788,36,0.0003,100.0,62400,1692,38.921077728271484,62299,0.009159871377050877,-46.14690603,,
,0.062134817242622375,-1.1275482177734375,,0.0003,,62500,,39.486305236816406,62399,0.009196381084620953,,100.0,-40.140621259999996
628,0.06035090237855911,-0.029381975531578064,36,0.0003,100.0,62800,1704,39.61667251586914,62699,0.009182612411677837,-45.871454320000005,,
,0.06172287091612816,-0.5926249027252197,,0.0003,,63000,,39.78722381591797,62899,0.009083663113415241,,100.0,-41.119463
632,0.05817066878080368,2.216294527053833,36,0.0003,100.0,63200,1717,39.39919662475586,63099,0.009118376299738884,-45.73635717,,
,0.0967647135257721,1.2048815488815308,,0.0003,,63500,,38.80608367919922,63399,0.009080514311790466,,100.0,-42.130654899999996
636,0.058011144399642944,0.9063433408737183,36,0.0003,100.0,63600,1729,38.82353210449219,63499,0.009101244620978832,-45.789814959999994,,
,0.078948013484478,-0.30382803082466125,,0.0003,,64000,,39.13384246826172,63899,0.009172528982162476,,100.0,-40.994803999999995
640,,,36,,100.0,64000,1742,,,,-45.75898736,,
644,0.059304121881723404,-1.0339035987854004,36,0.0003,100.0,64400,1747,39.82126235961914,64299,0.009211113676428795,-45.88354451,,
,0.05716178938746452,1.0969476699829102,,0.0003,,64500,,39.34931182861328,64399,0.009126301854848862,,100.0,-41.18624082
648,0.094680055975914,-0.561651349067688,36,0.0003,100.0,64800,1759,39.632484436035156,64699,0.009201034903526306,-45.462130370000004,,
,0.07004654407501221,0.2262437492609024,,0.0003,,65000,,38.82483673095703,64899,0.009106184355914593,,100.0,-41.60198048
652,0.07084064185619354,0.11673223972320557,36,0.0003,100.0,65200,1772,38.08611297607422,65099,0.00910029374063015,-45.49407563,,
,0.08071553707122803,-0.3377395272254944,,0.0003,,65500,,39.85811233520508,65399,0.00909185316413641,,100.0,-39.78444066
656,0.046661537140607834,-0.07482057809829712,36,0.0003,100.0,65600,1784,39.30535125732422,65499,0.009052966721355915,-45.66212441999999,,
,0.059062667191028595,-0.39822906255722046,,0.0003,,66000,,40.46506881713867,65899,0.009047675877809525,,100.0,-41.3033639
660,,,36,,100.0,66000,1796,,,,-46.003308419999996,,
664,0.04533812403678894,-0.5888782739639282,36,0.0003,100.0,66400,1801,39.635887145996094,66299,0.00904220249503851,-46.07472019,,
,0.06732239574193954,0.27247607707977295,,0.0003,,66500,,39.863121032714844,66399,0.009001639671623707,,100.0,-42.16033638
668,0.06125658005475998,-0.4019283652305603,36,0.0003,100.0,66800,1814,39.310298919677734,66699,0.00911445077508688,-45.338033339999996,,
,0.0626254603266716,0.0901794508099556,,0.0003,,67000,,39.305763244628906,66899,0.009056031703948975,,100.0,-41.87607997999999
672,0.09170716255903244,-0.5234861969947815,36,0.0003,100.0,67200,1826,39.59395980834961,67099,0.009052155539393425,-44.9762988,,
,0.08433795720338821,-0.8737285733222961,,0.0003,,67500,,39.19392395019531,67399,0.008942445740103722,,100.0,-45.81036568
676,0.06750643253326416,-0.07117027044296265,36,0.0003,100.0,67600,1838,39.58863067626953,67499,0.008958689868450165,-44.86852204000001,,
,0.04929228872060776,0.038289353251457214,,0.0003,,68000,,39.14691925048828,67899,0.008959407918155193,,100.0,-43.61245462000001
680,,,36,,100.0,68000,1851,,,,-44.52625257,,
684,0.08893556892871857,-0.30117547512054443,36,0.0003,100.0,68400,1856,40.309425354003906,68299,0.00901149120181799,-44.39974313,,
,0.07577916979789734,0.08517840504646301,,0.0003,,68500,,38.962493896484375,68399,0.008956204168498516,,100.0,-45.53374898
688,0.06904435157775879,-0.1134987324476242,36,0.0003,100.0,68800,1868,39.236785888671875,68699,0.008940680883824825,-44.5519522,,
,0.061009179800748825,0.2568356990814209,,0.0003,,69000,,38.69989013671875,68899,0.008875427767634392,,100.0,-42.601738919999995
692,0.06901581585407257,-0.22240754961967468,36,0.0003,100.0,69200,1880,39.43162536621094,69099,0.008922466076910496,-44.49808363000001,,
,0.07648196816444397,1.9260919094085693,,0.0003,,69500,,39.11848449707031,69399,0.009029685519635677,,100.0,-43.182150539999995
696,0.07221287488937378,-1.4030680656433105,36,0.0003,100.0,69600,1893,39.45105743408203,69499,0.009031830355525017,-44.50447625000001,,
,0.06334066390991211,-0.2881275415420532,,0.0003,,70000,,39.51532745361328,69899,0.008960248902440071,,100.0,-42.03813674
700,,,36,,100.0,70000,1905,,,,-44.66310947,,
704,0.06800860166549683,1.2906039953231812,36,0.0003,100.0,70400,1910,39.899864196777344,70299,0.008986084721982479,-44.349989169999986,,
,0.055981967598199844,-0.312816858291626,,0.0003,,70500,,38.82341766357422,70399,0.008962023071944714,,100.0,-41.8425011
708,0.0745193287730217,-1.0979329347610474,36,0.0003,100.0,70800,1922,39.585235595703125,70699,0.00894680991768837,-44.56494679999999,,
,0.07226681709289551,0.8917586207389832,,0.0003,,71000,,38.925682067871094,70899,0.008859364315867424,,100.0,-40.161743879999996
712,0.08223794400691986,-2.0295839309692383,36,0.0003,100.0,71200,1935,38.92949676513672,71099,0.008860585279762745,-45.04572074000001,,
,0.048350390046834946,0.6188697218894958,,0.0003,,71500,,39.111881256103516,71399,0.008721272461116314,,100.0,-43.227935800000004
716,0.05344736576080322,0.06899106502532959,36,0.0003,100.0,71600,1947,38.40776824951172,71499,0.008799164555966854,-45.06946619,,
,0.09450602531433105,1.1830687522888184,,0.0003,,72000,,37.52177047729492,71899,0.008663684129714966,,100.0,-42.72661224
720,,,36,,100.0,72000,1960,,,,-45.235715430000006,,
724,0.06493604183197021,1.6989870071411133,36,0.0003,100.0,72400,1965,38.91767883300781,72299,0.008657042868435383,-45.408837240000004,,
,0.06909024715423584,1.0618785619735718,,0.0003,,72500,,37.89447021484375,72399,0.008645488880574703,,100.0,-43.621923859999995
728,0.0721941813826561,-0.33107995986938477,36,0.0003,100.0,72800,1978,38.71928024291992,72699,0.008715231902897358,-45.5433471,,
,0.07651719450950623,-0.6888999342918396,,0.0003,,73000,,38.519775390625,72899,0.00868257973343134,,100.0,-42.82008158000001
732,0.05848890542984009,0.7625680565834045,36,0.0003,100.0,73200,1990,38.14679718017578,73099,0.00871836207807064,-45.66809292000002,,
,0.07647660374641418,-0.4975167512893677,,0.0003,,73500,,37.82488250732422,73399,0.00874028168618679,,100.0,-40.847765040000006
736,0.08334174752235413,0.6745743751525879,36,0.0003,100.0,73600,2002,38.31000900268555,73499,0.008745450526475906,-45.31359683999999,,
,0.08821126073598862,-1.5706238746643066,,0.0003,,74000,,37.796730041503906,73899,0.008713499642908573,,100.0,-40.45064676
740,,,36,,100.0,74000,2015,,,,-45.020519510000014,,
744,0.06315965205430984,0.27369654178619385,36,0.0003,100.0,74400,2020,38.778724670410156,74299,0.008756049908697605,-44.619264199999996,,
,0.05302014946937561,-1.1564795970916748,,0.0003,,74500,,39.17790222167969,74399,0.008773657493293285,,100.0,-40.829871499999996
748,0.04521757364273071,-1.600682020187378,36,0.0003,100.0,74800,2032,38.002952575683594,74699,0.008854638785123825,-44.55155291999999,,
,0.0779319554567337,0.23933249711990356,,0.0003,,75000,,37.45390701293945,74899,0.008773189038038254,,100.0,-41.50395364
752,0.08237063884735107,2.135718584060669,36,0.0003,100.0,75200,2045,38.330623626708984,75099,0.008766799233853817,-44.31515915000001,,
,0.06488752365112305,-0.6767785549163818,,0.0003,,75500,,38.563514709472656,75399,0.008709395304322243,,100.0,-41.7480483
756,0.06849675625562668,0.13910073041915894,36,0.0003,100.0,75600,2057,37.528656005859375,75499,0.00865975208580494,-44.01791335,,
,0.05686314404010773,-0.9902659058570862,,0.0003,,76000,,37.46839141845703,75899,0.008689260110259056,,100.0,-40.7408765
760,,,36,,100.0,76000,2070,,,,-43.62274998,,
764,0.0666504055261612,0.26297593116760254,36,0.0003,100.0,76400,2074,37.40164566040039,76299,0.008623412810266018,-43.20481389,,
,0.06828778982162476,-1.162887692451477,,0.0003,,76500,,38.1257438659668,76399,0.008600260131061077,,100.0,-40.2675391
768,0.048953767865896225,1.4086707830429077,36,0.0003,100.0,76800,2087,36.989845275878906,76699,0.008597705513238907,-43.397073969999994,,
,0.056779246777296066,-0.7602636218070984,,0.0003,,77000,,38.86304473876953,76899,0.008581645786762238,,100.0,-41.25197521999999
772,0.05673021823167801,0.06486797332763672,36,0.0003,100.0,77200,2099,37.02777099609375,77099,0.008614822290837765,-43.237995250000004,,
,0.07571645081043243,-0.9605260491371155,,0.0003,,77500,,36.94133377075195,77399,0.008539739064872265,,100.0,-40.16230532
776,0.07619316875934601,2.125546932220459,36,0.0003,100.0,77600,2111,37.12577819824219,77499,0.008535126224160194,-43.349132729999994,,
,0.08659884333610535,1.1512980461120605,,0.0003,,78000,,37.58258819580078,77899,0.008511546067893505,,100.0,-39.69052762
780,,,36,,100.0,78000,2124,,,,-43.51562614,,
784,0.07382339984178543,0.8033613562583923,36,0.0003,100.0,78400,2128,36.63251876831055,78299,0.008482370525598526,-43.53446644999999,,
,0.07034938037395477,-0.09417998790740967,,0.0003,,78500,,36.03813934326172,78399,0.00853756908327341,,100.0,-40.76899968
788,0.0729261040687561,1.7619918584823608,36,0.0003,100.0,78800,2141,37.24470901489258,78699,0.008423205465078354,-43.125403750000004,,
,0.06960900127887726,0.2632192373275757,,0.0003,,79000,,37.02513122558594,78899,0.008525267243385315,,100.0,-39.063357999999994
792,0.07739320397377014,1.46014404296875,36,0.0003,100.0,79200,2153,37.331504821777344,79099,0.00846307072788477,-42.86580119999999,,
,0.13506916165351868,2.647073268890381,,0.0003,,79500,,37.12991714477539,79399,0.00835616048425436,,100.0,-39.52404926
796,0.08394503593444824,-0.6319372057914734,36,0.0003,100.0,79600,2166,37.227439880371094,79499,0.008429521694779396,-42.34606431,,
,0.07307110726833344,-1.441132664680481,,0.0003,,80000,,36.80558776855469,79899,0.008349242620170116,,100.0,-42.09264483999999
800,,,36,,100.0,80000,2178,,,,-42.33321552,,
804,0.10887904465198517,0.43372291326522827,36,0.0003,100.0,80400,2183,37.62413024902344,80299,0.008280611597001553,-42.59274651999999,,
,0.06925264000892639,0.5536536574363708,,0.0003,,80500,,37.78111267089844,80399,0.00824358593672514,,100.0,-40.97223752000001
808,0.06267304718494415,-0.30347731709480286,36,0.0003,100.0,80800,2195,37.925079345703125,80699,0.008212865330278873,-42.475765249999995,,
,0.07021668553352356,-0.08157376945018768,,0.0003,,81000,,37.55787658691406,80899,0.008310952223837376,,100.0,-42.573016720000005
812,0.07154037058353424,0.5895280838012695,36,0.0003,100.0,81200,2208,36.685001373291016,81099,0.008251176215708256,-42.11985182,,
,0.06918438524007797,-2.0445683002471924,,0.0003,,81500,,37.75923156738281,81399,0.008176282979547977,,100.0,-41.10051792
816,0.0676329955458641,-0.34372878074645996,36,0.0003,100.0,81600,2220,37.447853088378906,81499,0.008172654546797276,-42.13590423000001,,
,0.06797061860561371,0.4341832995414734,,0.0003,,82000,,35.72181701660156,81899,0.008135332725942135,,100.0,-44.319193479999996
820,,,36,,100.0,82000,2233,,,,-41.79244578000001,,
824,0.07418547570705414,0.5024687051773071,36,0.0003,100.0,82400,2238,36.28883361816406,82299,0.00803960207849741,-41.91989305000001,,
,0.06842667609453201,0.8083720803260803,,0.0003,,82500,,37.27416229248047,82399,0.008022377267479897,,100.0,-50.842504399999996
828,0.05990137532353401,0.47686153650283813,36,0.0003,100.0,82800,2250,35.78556823730469,82699,0.00801678653806448,-42.23586805,,
