time/time_elapsed,rollout/ep_rew_mean,time/episodes,time/fps,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,train/actor_loss,train/critic_loss,train/n_updates,train/ent_coef_loss,train/ent_coef,eval/mean_reward,eval/mean_ep_length
843,390.79366046999996,548,42,82.07,35607,0.0003,-129.59423828125,23.99649429321289,35506,2.3686683177948,0.022367466241121292,,
847,390.84501447999986,552,42,82.08,35977,0.0003,-131.3106689453125,29.788118362426758,35876,-4.566988468170166,0.02213106118142605,,
,,,,,36000,0.0003,-131.0023956298828,25.60369110107422,35899,-1.3851443529129028,0.022116513922810555,534.96979812,108.26
861,392.89306739999995,556,42,82.32,36360,0.0003,-130.01402282714844,23.62861442565918,36259,2.51181697845459,0.021768080070614815,,
,,,,,36500,0.0003,-130.58811950683594,25.27263069152832,36399,-0.28802013397216797,0.021793395280838013,492.67570502,100.76
874,398.0823886999999,560,42,83.32,36766,0.0003,-128.45831298828125,25.553272247314453,36665,-0.356048583984375,0.02166515402495861,,
,,,,,37000,0.0003,-133.69126892089844,31.83049774169922,36899,-7.727416038513184,0.021366998553276062,470.16229788,98.32
886,399.67898955000004,564,41,83.64,37149,0.0003,-124.00869750976562,26.55363655090332,37048,5.9553375244140625,0.021235892549157143,,
,,,,,37500,0.0003,-131.54312133789062,23.585205078125,37399,1.0873955488204956,0.021505285054445267,448.19753230000003,89.3
900,408.14701120999996,568,41,85.29,37689,0.0003,-137.54364013671875,26.894500732421875,37588,-0.267414927482605,0.021507136523723602,,
,,,,,38000,0.0003,-131.38601684570312,27.63003921508789,37899,3.2534289360046387,0.021226847544312477,444.4221131,93.86
912,408.0296925,572,41,85.48,38021,0.0003,-133.98973083496094,24.10038948059082,37920,3.3555455207824707,0.02123061753809452,,
916,412.81387579999995,576,41,86.43,38418,0.0003,-137.2410125732422,21.872074127197266,38317,-3.480592727661133,0.02166689932346344,,
,,,,,38500,0.0003,-135.4204864501953,20.941421508789062,38399,-4.809032440185547,0.021708974614739418,446.80381650000004,93.86
928,409.44168498,580,41,86.05,38719,0.0003,-128.091064453125,21.537311553955078,38618,6.1648383140563965,0.02178972214460373,,
,,,,,39000,0.0003,-131.865234375,26.197175979614258,38899,-1.6179171800613403,0.02124609239399433,457.14445806,98.3
941,417.54250448000005,584,41,87.27,39118,0.0003,-132.252197265625,23.269893646240234,39017,-2.481382369995117,0.0209913719445467,,
,,,,,39500,0.0003,-135.42897033691406,26.086894989013672,39399,-0.1129908561706543,0.021518532186746597,399.70901041999997,88.66
952,416.13479666,588,41,87.12,39513,0.0003,-132.71612548828125,23.551959991455078,39412,-0.8744817972183228,0.02152332477271557,,
957,417.4829819,592,41,87.61,39877,0.0003,-147.5479736328125,22.198345184326172,39776,-0.3957623839378357,0.021344397217035294,,
,,,,,40000,0.0003,-137.45578002929688,21.293010711669922,39899,2.012249231338501,0.021574027836322784,401.5054653000001,90.64
969,422.33000986999997,596,41,88.91,40282,0.0003,-131.80819702148438,25.000953674316406,40181,0.8021935224533081,0.02158883586525917,,
,,,,,40500,0.0003,-133.34991455078125,23.211421966552734,40399,-2.884605646133423,0.02162238582968712,402.1115206399999,89.76
981,429.77342387000004,600,41,90.48,40658,0.0003,-131.5251922607422,28.917736053466797,40557,-2.746767520904541,0.02142031118273735,,
,,,,,41000,0.0003,-132.817138671875,31.141925811767578,40899,-2.300544261932373,0.021042615175247192,522.4342688199999,103.92
995,432.82252278999994,604,41,91.12,41082,0.0003,-129.89852905273438,29.279949188232422,40981,-3.22243070602417,0.02103898487985134,,
,,,,,41500,0.0003,-136.48052978515625,23.78087615966797,41399,-2.6056885719299316,0.020825546234846115,476.41068549999994,99.5
1008,438.38502403,608,41,92.1,41513,0.0003,-131.38845825195312,20.710010528564453,41412,-2.751960039138794,0.020813152194023132,,
1012,436.4522047100001,612,41,91.54,41853,0.0003,-146.14808654785156,22.73354148864746,41752,-1.4891223907470703,0.02083258144557476,,
,,,,,42000,0.0003,-132.93685913085938,23.91860580444336,41899,-0.7964662313461304,0.021035633981227875,480.25345214000004,93.96
1024,436.8919878599999,616,41,91.47,42192,0.0003,-128.38919067382812,22.04108238220215,42091,0.8261468410491943,0.020982278510928154,,
,,,,,42500,0.0003,-131.10031127929688,21.065185546875,42399,2.999358654022217,0.020920878276228905,442.47166218000007,87.04
1035,441.09510736,620,41,92.4,42575,0.0003,-131.41253662109375,24.403400421142578,42474,0.6217324733734131,0.020933659747242928,,
1039,447.0420755299999,624,41,93.86,42966,0.0003,-134.94142150878906,25.42136001586914,42865,-4.830337047576904,0.020603252574801445,,
,,,,,43000,0.0003,-128.87948608398438,23.364421844482422,42899,-1.7506917715072632,0.0206285510212183,516.31625816,103.56
1053,451.16386875000006,628,41,94.93,43378,0.0003,-133.27684020996094,26.756103515625,43277,0.537816047668457,0.02088828571140766,,
,,,,,43500,0.0003,-137.05398559570312,27.389358520507812,43399,-0.5128685832023621,0.020962288603186607,512.5631731,104.44
1065,453.5947730900001,632,41,95.39,43756,0.0003,-134.38336181640625,24.818336486816406,43655,-0.9214037656784058,0.02156345546245575,,
,,,,,44000,0.0003,-126.67237854003906,26.00406837463379,43899,1.9904234409332275,0.020961944013834,467.47038876,94.78
1079,464.01829295999994,636,41,97.39,44257,0.0003,-138.91912841796875,27.922298431396484,44156,-0.7319744825363159,0.020974405109882355,,
,,,,,44500,0.0003,-137.7857208251953,23.73322296142578,44399,-3.822338819503784,0.020882325246930122,441.30605049999997,85.98
1090,464.52776812000013,640,40,97.51,44638,0.0003,-137.60018920898438,18.62743377685547,44537,-1.9872078895568848,0.021035749465227127,,
,,,,,45000,0.0003,-132.893798828125,24.73615264892578,44899,-2.49745774269104,0.02101813815534115,504.5896112600001,101.42
1102,464.92238887999997,644,40,97.6,45002,0.0003,-140.17425537109375,21.324142456054688,44901,-5.926088809967041,0.021016214042901993,,
,,,,,45500,0.0003,-137.52847290039062,23.685009002685547,45399,-5.775656700134277,0.02077876217663288,477.46218437999994,95.72
1117,473.38804526,648,40,99.04,45511,0.0003,-132.448974609375,22.207557678222656,45410,2.4147233963012695,0.020750023424625397,,
1120,471.73266142000006,652,40,98.73,45850,0.0003,-133.38272094726562,34.124725341796875,45749,1.2527071237564087,0.020564505830407143,,
,,,,,46000,0.0003,-143.2027587890625,31.036352157592773,45899,0.29312074184417725,0.020616313442587852,475.6196481999999,94.24
1132,469.04859308000005,656,40,98.47,46207,0.0003,-139.0836181640625,22.186044692993164,46106,5.764252185821533,0.020349059253931046,,
,,,,,46500,0.0003,-131.69467163085938,24.949810028076172,46399,8.270261764526367,0.020309828221797943,477.85662972,98.02
1145,468.5984624000001,660,40,98.34,46600,0.0003,-131.091064453125,24.977079391479492,46499,-0.004983335733413696,0.020184870809316635,,
1149,466.9386139300001,664,40,97.86,46935,0.0003,-133.3726348876953,27.583221435546875,46834,0.40879470109939575,0.020460065454244614,,
,,,,,47000,0.0003,-139.97879028320312,24.082550048828125,46899,-0.7933334708213806,0.020446904003620148,436.00830642,84.46
1160,460.74748584,668,40,96.47,47336,0.0003,-139.08595275878906,29.150175094604492,47235,-2.036038398742676,0.020353645086288452,,
,,,,,47500,0.0003,-136.41502380371094,25.959243774414062,47399,5.032652378082275,0.020293375477194786,481.80033239999995,98.14
1172,461.8732958399999,672,40,96.23,47644,0.0003,-136.5944366455078,21.621450424194336,47543,-1.5244176387786865,0.020371023565530777,,
,,,,,48000,0.0003,-140.72265625,24.323368072509766,47899,-2.808181047439575,0.020272664725780487,438.5676428199999,86.14
1184,460.7538216899999,676,40,95.86,48004,0.0003,-132.58082580566406,20.148204803466797,47903,2.3636844158172607,0.020261812955141068,,
1188,465.24054560999997,680,40,96.35,48354,0.0003,-135.33946228027344,22.41206932067871,48253,2.279848337173462,0.0204696673899889,,
,,,,,48500,0.0003,-139.18496704101562,26.924907684326172,48399,-0.833598256111145,0.02043093554675579,502.13177828,105.82
1202,467.3839799500001,684,40,97.11,48829,0.0003,-137.11285400390625,27.32149314880371,48728,-2.6303043365478516,0.02014162763953209,,
,,,,,49000,0.0003,-131.3357696533203,22.000473022460938,48899,-4.611710071563721,0.020078256726264954,521.4689189600001,105.68
1214,465.15874193999997,688,40,96.39,49152,0.0003,-145.15878295898438,19.95145034790039,49051,-3.295308828353882,0.02009614370763302,,
,,,,,49500,0.0003,-125.48881530761719,22.850807189941406,49399,5.023489952087402,0.020233625546097755,470.71336734,100.76
1227,466.5712096200001,692,40,96.27,49504,0.0003,-138.72341918945312,25.605960845947266,49403,4.800492286682129,0.020247450098395348,,
,,,,,50000,0.0003,-139.3695068359375,21.208965301513672,49899,-3.321316719055176,0.020383045077323914,492.05817202,102.22
1242,474.83290776999996,696,40,97.9,50072,0.0003,-130.9371337890625,19.94813346862793,49971,-1.2329010963439941,0.020346669480204582,,
1247,478.5213104499999,700,40,98.4,50498,0.0003,-138.80612182617188,27.190786361694336,50397,-2.2838733196258545,0.020242126658558846,,
,,,,,50500,0.0003,-144.58006286621094,24.544700622558594,50399,1.153801679611206,0.02024248242378235,501.0362028,98.08
1260,479.8683024900001,704,40,98.38,50920,0.0003,-136.38201904296875,24.809682846069336,50819,-7.590374946594238,0.020421462133526802,,
,,,,,51000,0.0003,-142.03414916992188,26.072834014892578,50899,-3.2323858737945557,0.02020641230046749,465.8491798199999,90.02
1272,480.27356569000005,708,40,98.15,51328,0.0003,-133.89186096191406,25.936330795288086,51227,0.6774054765701294,0.020252587273716927,,
,,,,,51500,0.0003,-142.07113647460938,22.930742263793945,51399,-1.0747039318084717,0.020234961062669754,447.77693156000004,93.66
1284,484.93517971,712,40,98.83,51736,0.0003,-148.2202911376953,24.25640869140625,51635,-0.08759891986846924,0.020247064530849457,,
,,,,,52000,0.0003,-148.8026123046875,21.985015869140625,51899,-3.367548704147339,0.02050424925982952,533.51538886,105.16
1297,487.5739719900001,716,40,99.64,52156,0.0003,-138.51622009277344,23.562191009521484,52055,4.015799522399902,0.02036706730723381,,
,,,,,52500,0.0003,-143.7827606201172,23.7159366607666,52399,1.9925639629364014,0.020237794145941734,560.91211558,110.02
1312,488.37406109000005,720,40,99.64,52539,0.0003,-137.255615234375,22.84115982055664,52438,2.405663013458252,0.020309677347540855,,
1317,492.52217082000004,724,40,100.05,52971,0.0003,-138.08035278320312,20.636194229125977,52870,1.8584694862365723,0.01964598521590233,,
,,,,,53000,0.0003,-139.09197998046875,22.97089385986328,52899,2.0865225791931152,0.019626954570412636,520.57690494,103.38
1330,493.65108740000005,728,40,100.11,53389,0.0003,-140.53759765625,26.900279998779297,53288,0.16471117734909058,0.019611017778515816,,
,,,,,53500,0.0003,-144.6688995361328,22.320140838623047,53399,-2.1979894638061523,0.0196077823638916,538.67505752,108.16
1343,493.46168685,732,40,99.83,53739,0.0003,-138.09556579589844,23.35992431640625,53638,-4.164150238037109,0.019583245739340782,,
,,,,,54000,0.0003,-135.69985961914062,28.18376922607422,53899,-0.9204556941986084,0.01938747428357601,513.9765374,101.48
1355,484.99783644999997,736,39,98.1,54067,0.0003,-139.84828186035156,23.692672729492188,53966,5.86170768737793,0.019488781690597534,,
1359,485.368427,740,40,97.83,54421,0.0003,-145.63839721679688,18.246061325073242,54320,0.9412771463394165,0.019988086074590683,,
,,,,,54500,0.0003,-143.5886688232422,20.100383758544922,54399,-5.141755104064941,0.020070437341928482,495.72853234,98.12
1371,484.60976566000005,744,39,97.5,54752,0.0003,-142.77374267578125,27.004215240478516,54651,2.6122751235961914,0.019788267090916634,,
,,,,,55000,0.0003,-146.14833068847656,29.853862762451172,54899,0.14300376176834106,0.01958622969686985,499.70026744,97.48
1384,480.96121370000003,748,39,96.81,55192,0.0003,-150.3930206298828,23.100460052490234,55091,-2.4100942611694336,0.019628366455435753,,
,,,,,55500,0.0003,-147.19212341308594,26.616605758666992,55399,0.08228650689125061,0.01978718675673008,498.74877112,97.56
1397,481.86774809,752,39,97.06,55556,0.0003,-147.9737091064453,23.704296112060547,55455,-2.145845890045166,0.019736405462026596,,
1402,484.70832692999994,756,39,97.63,55970,0.0003,-148.49017333984375,19.751239776611328,55869,-7.640796184539795,0.01984311267733574,,
,,,,,56000,0.0003,-148.45037841796875,20.845516204833984,55899,-0.8772478103637695,0.019674718379974365,538.36956518,110.54
1415,482.74052007,760,39,97.32,56332,0.0003,-144.685302734375,28.47894287109375,56231,-2.2357280254364014,0.019367113709449768,,
,,,,,56500,0.0003,-146.7822265625,26.09222984313965,56399,4.558647155761719,0.01934574730694294,508.96963482000007,99.98
1428,485.36354246,764,39,98.2,56755,0.0003,-142.87841796875,23.480098724365234,56654,2.4244813919067383,0.019709456712007523,,
,,,,,57000,0.0003,-147.0211639404297,21.82624053955078,56899,2.7396697998046875,0.01933218166232109,600.6894376399999,123.72
1444,487.62387405999993,768,39,98.74,57210,0.0003,-136.0149688720703,21.706228256225586,57109,2.0668931007385254,0.019323011860251427,,
,,,,,57500,0.0003,-145.0377960205078,26.475399017333984,57399,0.7135196328163147,0.019479995593428612,541.09231004,110.66
1457,491.50906911999994,772,39,99.53,57597,0.0003,-145.411376953125,24.32781982421875,57496,-0.6917819976806641,0.019443975761532784,,
,,,,,58000,0.0003,-142.29100036621094,20.872344970703125,57899,3.157993793487549,0.019463803619146347,462.00396608000005,100.82
1469,492.59517881999994,776,39,99.99,58003,0.0003,-148.2786102294922,22.27285385131836,57902,2.229653835296631,0.019464431330561638,,
1474,494.54721912,780,39,100.71,58425,0.0003,-142.12893676757812,24.913951873779297,58324,-1.5720036029815674,0.019366739317774773,,
,,,,,58500,0.0003,-144.4703369140625,22.709041595458984,58399,0.8197841048240662,0.01950645074248314,593.92894196,120.14
1489,493.55221322,784,39,100.46,58875,0.0003,-147.04898071289062,25.77405548095703,58774,0.45461463928222656,0.019702859222888947,,
,,,,,59000,0.0003,-148.53915405273438,21.95972442626953,58899,0.8354533314704895,0.019726010039448738,553.9298902999999,112.66
1504,498.33134206999995,788,39,101.55,59307,0.0003,-148.62649536132812,20.080650329589844,59206,1.0024676322937012,0.01971023716032505,,
,,,,,59500,0.0003,-150.65916442871094,26.274402618408203,59399,-2.7046878337860107,0.019800987094640732,548.1072450800001,110.42
1517,499.0848621900001,792,39,101.49,59653,0.0003,-144.0145263671875,29.562536239624023,59552,3.798029899597168,0.019949471578001976,,
,,,,,60000,0.0003,-153.98031616210938,24.866153717041016,59899,-0.7047431468963623,0.02046416886150837,494.85845046,102.2
1531,495.24956198000007,796,39,100.39,60111,0.0003,-150.37442016601562,25.949695587158203,60010,-4.407386779785156,0.020444529131054878,,
,,,,,60500,0.0003,-142.9533233642578,24.8131160736084,60399,-1.9590704441070557,0.020350486040115356,530.97536442,109.0
1545,496.80558591999994,800,39,100.82,60580,0.0003,-140.99139404296875,23.863492965698242,60479,0.29874515533447266,0.02008564956486225,,
,,,,,61000,0.0003,-142.94033813476562,20.43017578125,60899,-1.3668103218078613,0.020104488357901573,504.53860691999995,104.3
1559,497.53175256,804,39,100.99,61019,0.0003,-147.74801635742188,24.158313751220703,60918,-1.0478894710540771,0.020135818049311638,,
1564,496.09359477000004,808,39,100.81,61409,0.0003,-144.50836181640625,32.993247985839844,61308,-2.8398075103759766,0.019934145733714104,,
,,,,,61500,0.0003,-137.24603271484375,27.247447967529297,61399,-7.598331451416016,0.01981463097035885,507.41793714,101.26
1577,497.23419834999993,812,39,101.05,61841,0.0003,-144.29574584960938,20.834545135498047,61740,-2.1346511840820312,0.0196619164198637,,
,,,,,62000,0.0003,-142.033203125,37.70134735107422,61899,-1.8844643831253052,0.019631333649158478,469.39263708,97.88
1588,494.81404043000003,816,39,100.11,62167,0.0003,-151.28070068359375,21.691791534423828,62066,-2.42156982421875,0.01979236677289009,,
,,,,,62500,0.0003,-152.76634216308594,28.292770385742188,62399,-4.13231086730957,0.01994050294160843,484.02216054,95.12
1601,496.3765385199999,820,39,100.25,62564,0.0003,-152.2519989013672,20.531505584716797,62463,0.14841574430465698,0.019836129620671272,,
,,,,,63000,0.0003,-151.679443359375,21.540042877197266,62899,4.135688781738281,0.019209498539566994,504.53464118000005,102.14
1614,494.83601414,824,39,100.32,63003,0.0003,-149.19247436523438,24.27783203125,62902,1.788722276687622,0.019217707216739655,,
1618,493.98878141,828,39,99.97,63386,0.0003,-147.81240844726562,18.727123260498047,63285,1.5527397394180298,0.01918267086148262,,
,,,,,63500,0.0003,-151.55703735351562,24.65467071533203,63399,-5.724390983581543,0.019231101498007774,499.06228011999997,99.48
1634,503.21273432000004,832,39,102.31,63970,0.0003,-138.4119873046875,18.420495986938477,63869,-2.556551218032837,0.018908685073256493,,
,,,,,64000,0.0003,-145.17617797851562,26.198184967041016,63899,-1.8339170217514038,0.018861277028918266,487.61745734,97.56
1646,505.83782584,836,39,102.62,64329,0.0003,-156.37887573242188,32.14482879638672,64228,-4.401898384094238,0.018798762932419777,,
,,,,,64500,0.0003,-151.31088256835938,28.701435089111328,64399,3.65973162651062,0.019044719636440277,502.17260902000004,103.62
1660,509.25821059000003,840,39,103.5,64771,0.0003,-151.51776123046875,24.112573623657227,64670,-3.4224295616149902,0.019275318831205368,,
,,,,,65000,0.0003,-146.50808715820312,27.222206115722656,64899,-0.22336089611053467,0.01922384276986122,557.9922923999999,116.84
1675,519.4522117399999,844,38,105.66,65318,0.0003,-142.443115234375,21.846370697021484,65217,-4.529585361480713,0.019437458366155624,,
,,,,,65500,0.0003,-151.68777465820312,24.36876106262207,65399,-2.7091660499572754,0.01938473805785179,550.0461875999999,114.1
1692,521.20827585,848,38,106.09,65801,0.0003,-146.1051025390625,22.547069549560547,65700,-1.524153232574463,0.0194356981664896,,
,,,,,66000,0.0003,-155.7216033935547,19.903085708618164,65899,-1.5048439502716064,0.019212910905480385,482.34510550000005,108.58
1705,522.73329118,852,38,106.66,66222,0.0003,-156.3800811767578,22.847183227539062,66121,-0.6674962043762207,0.019290030002593994,,
,,,,,66500,0.0003,-151.06396484375,24.900985717773438,66399,-1.5155725479125977,0.019200794398784637,441.18749319999995,97.92
1717,519.486761,856,38,106.24,66594,0.0003,-141.10569763183594,25.127178192138672,66493,2.658513069152832,0.019091108813881874,,
,,,,,67000,0.0003,-149.76104736328125,28.65076446533203,66899,1.9147523641586304,0.018934855237603188,490.68613392,100.16
1731,521.45004944,860,38,106.92,67024,0.0003,-156.60589599609375,22.704832077026367,66923,-4.121273040771484,0.018984945490956306,,
