train/n_updates,train/learning_rate,train/critic_loss,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/actor_loss,rollout/ep_len_mean,time/episodes,eval/mean_ep_length,eval/mean_reward
536299,0.001,0.07250750064849854,536400,7824,68,-38.20449875,48.500633239746094,100.0,5364,,
536399,0.001,0.057946525514125824,536500,,,,48.413818359375,,,100.0,-41.029305320000006
536699,0.001,0.06598670780658722,536800,7831,68,-38.695894079999995,48.30101013183594,100.0,5368,,
536899,0.001,0.059351179748773575,537000,,,,48.53937911987305,,,100.0,-41.031542900000005
537099,0.001,0.07328137755393982,537200,7838,68,-39.09245805999999,48.599273681640625,100.0,5372,,
537399,0.001,0.07678575813770294,537500,,,,48.48091125488281,,,100.0,-38.06770676000001
537499,0.001,0.06413570046424866,537600,7845,68,-39.07757886,48.878726959228516,100.0,5376,,
537899,0.001,0.07843999564647675,538000,,,,48.653648376464844,,,100.0,-38.66239676
,,,538000,7851,68,-39.1678984,,100.0,5380,,
538299,0.001,0.09113078564405441,538400,7854,68,-39.2368941,48.94597244262695,100.0,5384,,
538399,0.001,0.0783754363656044,538500,,,,48.83842086791992,,,100.0,-39.634179079999996
538699,0.001,0.067990243434906,538800,7860,68,-39.09088387999999,49.314979553222656,100.0,5388,,
538899,0.001,0.09416945278644562,539000,,,,48.75412368774414,,,100.0,-40.81087108
539099,0.001,0.06777260452508926,539200,7866,68,-39.221617089999995,48.480445861816406,100.0,5392,,
539399,0.001,0.08081667125225067,539500,,,,49.575801849365234,,,100.0,-40.73334336
539499,0.001,0.09259049594402313,539600,7874,68,-39.35078681,49.02786636352539,100.0,5396,,
539899,0.001,0.09568372368812561,540000,,,,49.04643249511719,,,100.0,-42.13173044
,,,540000,7881,68,-39.5102947,,100.0,5400,,
540299,0.001,0.13191312551498413,540400,7883,68,-39.916503770000006,48.88097381591797,100.0,5404,,
540399,0.001,0.12774865329265594,540500,,,,48.734100341796875,,,100.0,-40.7682596
540699,0.001,0.10047607123851776,540800,7890,68,-40.02394031,49.45145034790039,100.0,5408,,
540899,0.001,0.11204209923744202,541000,,,,49.24054718017578,,,100.0,-40.1381054
541099,0.001,0.10630865395069122,541200,7896,68,-40.330237659999995,49.654396057128906,100.0,5412,,
541399,0.001,0.13441264629364014,541500,,,,49.45306396484375,,,100.0,-43.34927063999999
541499,0.001,0.12220785021781921,541600,7903,68,-40.916502380000004,49.81235885620117,100.0,5416,,
541899,0.001,0.1385090947151184,542000,,,,49.89189910888672,,,100.0,-43.35815982
,,,542000,7909,68,-41.20024741,,100.0,5420,,
542299,0.001,0.12051406502723694,542400,7912,68,-41.33222323,49.35647201538086,100.0,5424,,
542399,0.001,0.13049733638763428,542500,,,,49.67196273803711,,,100.0,-41.284828559999994
542699,0.001,0.14033609628677368,542800,7918,68,-41.55480584,49.829139709472656,100.0,5428,,
542899,0.001,0.14312124252319336,543000,,,,49.85036087036133,,,100.0,-41.62723108
543099,0.001,0.12876488268375397,543200,7926,68,-41.69793389,50.84994888305664,100.0,5432,,
543399,0.001,0.13274046778678894,543500,,,,50.46828842163086,,,100.0,-44.37907306
543499,0.001,0.13210749626159668,543600,7932,68,-42.28825727,50.55481719970703,100.0,5436,,
543899,0.001,0.15614503622055054,544000,,,,50.828956604003906,,,100.0,-42.2554111
,,,544000,7939,68,-42.59744400999999,,100.0,5440,,
544299,0.001,0.13453000783920288,544400,7942,68,-43.03373473,50.68472671508789,100.0,5444,,
544399,0.001,0.18451623618602753,544500,,,,50.77666473388672,,,100.0,-41.926162059999996
544699,0.001,0.13384144008159637,544800,7948,68,-43.315628110000006,51.27409362792969,100.0,5448,,
544899,0.001,0.12207169830799103,545000,,,,50.189918518066406,,,100.0,-45.73668841999999
545099,0.001,0.13708028197288513,545200,7955,68,-43.38608421000001,50.5115966796875,100.0,5452,,
545399,0.001,0.14757058024406433,545500,,,,50.693077087402344,,,100.0,-51.82493156
545499,0.001,0.150047168135643,545600,7961,68,-44.17641113,51.00014114379883,100.0,5456,,
545899,0.001,0.15470924973487854,546000,,,,51.0070686340332,,,100.0,-111.21909533999998
,,,546000,7968,68,-44.568423509999995,,100.0,5460,,
546299,0.001,0.14991220831871033,546400,7971,68,-48.66125549,50.183143615722656,100.0,5464,,
546399,0.001,0.19392937421798706,546500,,,,50.96794128417969,,,100.0,-263.37754150000006
546699,0.001,0.1528930813074112,546800,7978,68,-58.11646513000001,50.48272705078125,100.0,5468,,
546899,0.001,0.22709129750728607,547000,,,,49.85435104370117,,,100.0,-313.43027478000005
547099,0.001,0.19514153897762299,547200,7984,68,-68.36897393,50.1560173034668,100.0,5472,,
547399,0.001,0.21347710490226746,547500,,,,49.710182189941406,,,100.0,-367.88337915999995
547499,0.001,0.25329458713531494,547600,7991,68,-81.3126683,49.73387908935547,100.0,5476,,
547899,0.001,0.2443324625492096,548000,,,,48.615516662597656,,,100.0,-365.84302543999996
,,,548000,7997,68,-94.25069458000002,,100.0,5480,,
548299,0.001,0.2777559161186218,548400,8000,68,-106.61452463000002,49.045616149902344,100.0,5484,,
548399,0.001,0.22782564163208008,548500,,,,49.10686492919922,,,100.0,-352.34657676
548699,0.001,0.2147211730480194,548800,8007,68,-118.77800823,49.274383544921875,100.0,5488,,
548899,0.001,0.2497047334909439,549000,,,,48.67332077026367,,,100.0,-331.43620868
549099,0.001,0.28238368034362793,549200,8014,68,-130.14997093,48.997230529785156,100.0,5492,,
549399,0.001,0.2094467729330063,549500,,,,48.63932800292969,,,100.0,-308.50501838
549499,0.001,0.20548880100250244,549600,8020,68,-141.32006631,48.90949249267578,100.0,5496,,
549899,0.001,0.28869348764419556,550000,,,,48.64927673339844,,,100.0,-249.44356733999996
,,,550000,8027,68,-148.31788552,,100.0,5500,,
550299,0.001,0.21799224615097046,550400,8029,68,-154.07777040000002,48.542991638183594,100.0,5504,,
550399,0.001,0.30352187156677246,550500,,,,48.53083038330078,,,100.0,-179.84610409999996
550699,0.001,0.20353059470653534,550800,8036,68,-158.57298139000002,48.600120544433594,100.0,5508,,
550899,0.001,0.2324446439743042,551000,,,,48.63819122314453,,,100.0,-176.19072388
551099,0.001,0.2225704789161682,551200,8042,68,-162.12054271,48.48045349121094,100.0,5512,,
551399,0.001,0.1816147416830063,551500,,,,48.118896484375,,,100.0,-69.94609904
551499,0.001,0.17808100581169128,551600,8049,68,-165.25210651,47.86979675292969,100.0,5516,,
551899,0.001,0.16250726580619812,552000,,,,48.50116729736328,,,100.0,-76.96579196
,,,552000,8056,68,-166.80506325000002,,100.0,5520,,
552299,0.001,0.15292301774024963,552400,8059,68,-168.3581439,47.82634735107422,100.0,5524,,
552399,0.001,0.11089838296175003,552500,,,,47.66387939453125,,,100.0,-101.75931278
552699,0.001,0.13500168919563293,552800,8065,68,-169.5443087,47.32463455200195,100.0,5528,,
552899,0.001,0.12256637960672379,553000,,,,47.68378829956055,,,100.0,-78.47598622000001
553099,0.001,0.14997833967208862,553200,8072,68,-170.41857070000003,47.44451141357422,100.0,5532,,
553399,0.001,0.10491679608821869,553500,,,,47.70750427246094,,,100.0,-71.94434170000001
553499,0.001,0.12643642723560333,553600,8079,68,-171.02809331000003,47.43517303466797,100.0,5536,,
553899,0.001,0.14031435549259186,554000,,,,47.52788162231445,,,100.0,-61.366310780000006
,,,554000,8085,68,-171.91715179999994,,100.0,5540,,
554299,0.001,0.14372268319129944,554400,8088,68,-172.25849496999996,47.3345947265625,100.0,5544,,
554399,0.001,0.13574695587158203,554500,,,,47.486366271972656,,,100.0,-56.646970059999994
554699,0.001,0.11816785484552383,554800,8094,68,-172.98634331000005,47.12725830078125,100.0,5548,,
554899,0.001,0.1021113321185112,555000,,,,47.33422088623047,,,100.0,-54.76184562
555099,0.001,0.11146976798772812,555200,8101,68,-173.56360414000002,47.209957122802734,100.0,5552,,
555399,0.001,0.12816345691680908,555500,,,,47.28342819213867,,,100.0,-53.676843160000004
555499,0.001,0.09959590435028076,555600,8108,68,-173.24129689999998,47.17369079589844,100.0,5556,,
555899,0.001,0.11435982584953308,556000,,,,46.991695404052734,,,100.0,-53.51651882
,,,556000,8115,68,-173.68058065000005,,100.0,5560,,
556299,0.001,0.10957451909780502,556400,8117,68,-170.35722533000003,46.975074768066406,100.0,5564,,
556399,0.001,0.10392780601978302,556500,,,,47.01801300048828,,,100.0,-52.93619476
556699,0.001,0.08550357818603516,556800,8124,68,-161.08825842000002,46.923988342285156,100.0,5568,,
556899,0.001,0.12500730156898499,557000,,,,47.016357421875,,,100.0,-49.063810399999994
557099,0.001,0.11824805289506912,557200,8130,68,-150.93921418,47.25109100341797,100.0,5572,,
557399,0.001,0.06992161273956299,557500,,,,46.821632385253906,,,100.0,-52.5881598
557499,0.001,0.09250704944133759,557600,8137,68,-138.55715031,47.041831970214844,100.0,5576,,
557899,0.001,0.1175910010933876,558000,,,,47.09780502319336,,,100.0,-44.747463859999996
,,,558000,8144,68,-125.70858796,,100.0,5580,,
558299,0.001,0.10291574895381927,558400,8146,68,-113.52843918,46.86103820800781,100.0,5584,,
558399,0.001,0.12329290062189102,558500,,,,46.92060852050781,,,100.0,-45.062955820000006
558699,0.001,0.07026158273220062,558800,8153,68,-101.61305383999998,47.24602127075195,100.0,5588,,
558899,0.001,0.07694635540246964,559000,,,,47.1840934753418,,,100.0,-46.964227779999995
559099,0.001,0.07864486426115036,559200,8160,68,-90.33470226000001,47.23937225341797,100.0,5592,,
559399,0.001,0.12492489069700241,559500,,,,47.38097381591797,,,100.0,-45.44919712
559499,0.001,0.06066292151808739,559600,8166,68,-79.16391003000001,47.46269226074219,100.0,5596,,
559899,0.001,0.06657949835062027,560000,,,,47.36866760253906,,,100.0,-43.83571032
,,,560000,8173,68,-72.50914261999998,,100.0,5600,,
560299,0.001,0.07636745274066925,560400,8175,68,-66.69559874000001,47.89590072631836,100.0,5604,,
560399,0.001,0.08114306628704071,560500,,,,47.319427490234375,,,100.0,-45.809697719999996
560699,0.001,0.11048020422458649,560800,8182,68,-62.06708183000001,47.202392578125,100.0,5608,,
560899,0.001,0.0853683352470398,561000,,,,47.57044982910156,,,100.0,-41.82228638000001
561099,0.001,0.05414825305342674,561200,8188,68,-58.550914379999995,47.570289611816406,100.0,5612,,
561399,0.001,0.07351869344711304,561500,,,,47.41064453125,,,100.0,-43.39535408
561499,0.001,0.08154460787773132,561600,8195,68,-55.12177516999999,47.47050476074219,100.0,5616,,
561899,0.001,0.054817333817481995,562000,,,,47.331233978271484,,,100.0,-44.78475594
,,,562000,8202,68,-53.501472379999996,,100.0,5620,,
562299,0.001,0.061062395572662354,562400,8204,68,-52.25103606999999,47.584320068359375,100.0,5624,,
562399,0.001,0.09376999735832214,562500,,,,47.265316009521484,,,100.0,-48.33736372000001
562699,0.001,0.0756475180387497,562800,8211,68,-51.2861178,47.97492980957031,100.0,5628,,
562899,0.001,0.06617620587348938,563000,,,,47.688072204589844,,,100.0,-40.20317054
563099,0.001,0.09885787963867188,563200,8218,68,-50.372102489999996,47.441593170166016,100.0,5632,,
563399,0.001,0.05291837453842163,563500,,,,47.481719970703125,,,100.0,-39.82568112
563499,0.001,0.06861978769302368,563600,8224,68,-49.04427884,47.90616989135742,100.0,5636,,
563899,0.001,0.06967340409755707,564000,,,,47.5926513671875,,,100.0,-43.46589249999999
,,,564000,8231,68,-48.032447899999994,,100.0,5640,,
564299,0.001,0.06734316051006317,564400,8233,68,-47.12365419,47.47805404663086,100.0,5644,,
564399,0.001,0.06990264356136322,564500,,,,47.504695892333984,,,100.0,-39.42758058
564699,0.001,0.0575435645878315,564800,8240,68,-46.31931874,47.326332092285156,100.0,5648,,
564899,0.001,0.06637733429670334,565000,,,,47.47642135620117,,,100.0,-40.26277832
565099,0.001,0.053625427186489105,565200,8247,68,-45.62834713,47.56791305541992,100.0,5652,,
565399,0.001,0.0832313597202301,565500,,,,47.3148078918457,,,100.0,-44.977458100000014
565499,0.001,0.0791674479842186,565600,8254,68,-45.38236956,47.508514404296875,100.0,5656,,
565899,0.001,0.0544302836060524,566000,,,,47.5211181640625,,,100.0,-39.965115139999995
,,,566000,8260,68,-44.872820780000005,,100.0,5660,,
566299,0.001,0.05903998762369156,566400,8263,68,-44.35649117999999,47.61882019042969,100.0,5664,,
566399,0.001,0.056960225105285645,566500,,,,47.36940383911133,,,100.0,-40.90723158
566699,0.001,0.06231100857257843,566800,8269,68,-43.85417058000001,47.856956481933594,100.0,5668,,
566899,0.001,0.06237626075744629,567000,,,,47.60762023925781,,,100.0,-43.422034939999996
567099,0.001,0.06296607851982117,567200,8276,68,-43.66969628,47.56303024291992,100.0,5672,,
567399,0.001,0.06019770726561546,567500,,,,47.57080078125,,,100.0,-39.82648462
567499,0.001,0.060048118233680725,567600,8283,68,-43.02331645999999,47.80531692504883,100.0,5676,,
567899,0.001,0.0805751234292984,568000,,,,47.305206298828125,,,100.0,-40.83150184
,,,568000,8290,68,-42.66953043,,100.0,5680,,
568299,0.001,0.0568123534321785,568400,8292,68,-42.29475472,47.975440979003906,100.0,5684,,
568399,0.001,0.06634654104709625,568500,,,,48.03446578979492,,,100.0,-43.970147739999994
568699,0.001,0.0563349649310112,568800,8299,68,-42.37967474,47.98747253417969,100.0,5688,,
568899,0.001,0.056910399347543716,569000,,,,47.764122009277344,,,100.0,-38.69197786
569099,0.001,0.0556233674287796,569200,8305,68,-42.22494298000001,47.52519989013672,100.0,5692,,
569399,0.001,0.06319613754749298,569500,,,,48.31431198120117,,,100.0,-37.79283785999999
569499,0.001,0.11168821156024933,569600,8312,68,-41.871710220000004,48.08665466308594,100.0,5696,,
569899,0.001,0.08715556561946869,570000,,,,48.487266540527344,,,100.0,-38.27449786
,,,570000,8318,68,-41.49209914,,100.0,5700,,
570299,0.001,0.05384117364883423,570400,8321,68,-41.09217361,47.801109313964844,100.0,5704,,
570399,0.001,0.05654221028089523,570500,,,,48.14449691772461,,,100.0,-36.4689225
570699,0.001,0.06946077942848206,570800,8328,68,-41.01215312,48.063087463378906,100.0,5708,,
570899,0.001,0.05613389611244202,571000,,,,48.182342529296875,,,100.0,-39.13402662
571099,0.001,0.09716027975082397,571200,8334,68,-40.61524137000001,47.986297607421875,100.0,5712,,
571399,0.001,0.09238457679748535,571500,,,,48.40428161621094,,,100.0,-38.716951359999996
571499,0.001,0.0678381398320198,571600,8341,68,-40.28777361,47.88536071777344,100.0,5716,,
571899,0.001,0.06607171893119812,572000,,,,48.20261764526367,,,100.0,-37.81171406
,,,572000,8348,68,-40.23296711,,100.0,5720,,
572299,0.001,0.0578773058950901,572400,8350,68,-39.65699974,48.50635528564453,100.0,5724,,
572399,0.001,0.08982071280479431,572500,,,,47.86360168457031,,,100.0,-37.377778140000004
572699,0.001,0.07579506933689117,572800,8357,68,-39.19420862999999,48.1978759765625,100.0,5728,,
572899,0.001,0.09029529988765717,573000,,,,47.967529296875,,,100.0,-37.821118760000004
573099,0.001,0.056256815791130066,573200,8364,68,-38.83942019,47.99924850463867,100.0,5732,,
573399,0.001,0.13087449967861176,573500,,,,48.036170959472656,,,100.0,-36.90315274
573499,0.001,0.06428393721580505,573600,8370,68,-38.701228300000004,48.268035888671875,100.0,5736,,
573899,0.001,0.08428830653429031,574000,,,,48.70973205566406,,,100.0,-36.97287326
,,,574000,8377,68,-38.69462985,,100.0,5740,,
574299,0.001,0.08261240273714066,574400,8379,68,-38.588200199999996,47.945640563964844,100.0,5744,,
574399,0.001,0.08148261904716492,574500,,,,47.92588806152344,,,100.0,-37.319858999999994
574699,0.001,0.09490427374839783,574800,8386,68,-38.357086960000004,47.74863815307617,100.0,5748,,
574899,0.001,0.06302610784769058,575000,,,,47.787567138671875,,,100.0,-38.165230279999996
575099,0.001,0.07149524241685867,575200,8393,68,-37.98654916999999,47.743289947509766,100.0,5752,,
575399,0.001,0.06441500037908554,575500,,,,48.03017044067383,,,100.0,-39.608533859999994
575499,0.001,0.06444123387336731,575600,8399,68,-37.76468027,47.80274200439453,100.0,5756,,
575899,0.001,0.0699494332075119,576000,,,,48.324195861816406,,,100.0,-37.833700119999996
,,,576000,8406,68,-37.4918739,,100.0,5760,,
576299,0.001,0.059069037437438965,576400,8409,68,-37.47983634,48.34654998779297,100.0,5764,,
576399,0.001,0.05996127799153328,576500,,,,48.29684066772461,,,100.0,-39.63287224
576699,0.001,0.0772949606180191,576800,8416,68,-37.64027985,48.22688293457031,100.0,5768,,
576899,0.001,0.07704109698534012,577000,,,,48.06352615356445,,,100.0,-39.56843264
577099,0.001,0.05339065194129944,577200,8422,68,-37.59887199,47.97651672363281,100.0,5772,,
577399,0.001,0.05067092552781105,577500,,,,48.123783111572266,,,100.0,-41.233055920000005
577499,0.001,0.07619712501764297,577600,8429,68,-37.73494606,48.101829528808594,100.0,5776,,
577899,0.001,0.08911971747875214,578000,,,,48.32261657714844,,,100.0,-40.411094
,,,578000,8436,68,-37.96529829999999,,100.0,5780,,
578299,0.001,0.08018787950277328,578400,8438,68,-38.15545590999999,47.79358673095703,100.0,5784,,
578399,0.001,0.07172772288322449,578500,,,,47.58291244506836,,,100.0,-37.522475220000004
578699,0.001,0.07306952774524689,578800,8445,68,-37.92462575,47.626068115234375,100.0,5788,,
578899,0.001,0.06732673943042755,579000,,,,48.215362548828125,,,100.0,-37.71303044
579099,0.001,0.06316700577735901,579200,8452,68,-37.896279750000005,48.14988708496094,100.0,5792,,
579399,0.001,0.0670648142695427,579500,,,,47.437355041503906,,,100.0,-40.477969599999994
579499,0.001,0.10125036537647247,579600,8458,68,-37.96049064,47.84562683105469,100.0,5796,,
579899,0.001,0.0709056556224823,580000,,,,48.03900909423828,,,100.0,-38.76231218
,,,580000,8465,68,-38.00051007,,100.0,5800,,
580299,0.001,0.07159671932458878,580400,8467,68,-38.028908959999995,47.92559051513672,100.0,5804,,
580399,0.001,0.0669531375169754,580500,,,,47.27233123779297,,,100.0,-38.68669249999999
580699,0.001,0.05887613072991371,580800,8474,68,-37.91527809,47.614112854003906,100.0,5808,,
580899,0.001,0.06290310621261597,581000,,,,47.977806091308594,,,100.0,-38.27378002
581099,0.001,0.0957486554980278,581200,8481,68,-37.97244148,48.37229919433594,100.0,5812,,
581399,0.001,0.04370821639895439,581500,,,,47.74755859375,,,100.0,-38.969434099999994
581499,0.001,0.06237318366765976,581600,8488,68,-38.06620556,47.87092590332031,100.0,5816,,
581899,0.001,0.06640230864286423,582000,,,,47.91486740112305,,,100.0,-37.7577481
,,,582000,8494,68,-37.807390850000004,,100.0,5820,,
582299,0.001,0.05065666139125824,582400,8497,68,-37.978918570000005,47.9105110168457,100.0,5824,,
582399,0.001,0.046145301312208176,582500,,,,47.56889343261719,,,100.0,-37.017203939999995
582699,0.001,0.05984436348080635,582800,8503,68,-38.103196600000004,48.547245025634766,100.0,5828,,
582899,0.001,0.06342681497335434,583000,,,,47.380130767822266,,,100.0,-37.404640199999996
583099,0.001,0.06261399388313293,583200,8510,68,-38.2420468,47.883758544921875,100.0,5832,,
583399,0.001,0.07419764995574951,583500,,,,47.99779510498047,,,100.0,-37.906218460000005
583499,0.001,0.05300383269786835,583600,8517,68,-38.46333158,48.08134460449219,100.0,5836,,
