train/n_updates,train/learning_rate,train/critic_loss,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/actor_loss,rollout/ep_len_mean,time/episodes,eval/mean_ep_length,eval/mean_reward
729899,0.001,0.09544359892606735,730000,,,,51.57378005981445,,,100.0,-42.3972156
,,,730000,10663,68,-39.45660428,,100.0,7300,,
730299,0.001,0.11063802242279053,730400,10666,68,-39.46434197,51.64350891113281,100.0,7304,,
730399,0.001,0.1206107810139656,730500,,,,51.500728607177734,,,100.0,-43.152920220000006
730699,0.001,0.08648599684238434,730800,10672,68,-39.26680643,51.084197998046875,100.0,7308,,
730899,0.001,0.11795271933078766,731000,,,,51.50775909423828,,,100.0,-43.27475224
731099,0.001,0.1151367649435997,731200,10678,68,-39.38146791,51.28715515136719,100.0,7312,,
731399,0.001,0.08119859546422958,731500,,,,51.865116119384766,,,100.0,-42.559183059999995
731499,0.001,0.0912407785654068,731600,10685,68,-39.229729410000004,51.130653381347656,100.0,7316,,
731899,0.001,0.08301348239183426,732000,,,,51.32715606689453,,,100.0,-44.59796186000001
,,,732000,10692,68,-39.405169289999996,,100.0,7320,,
732299,0.001,0.10033627599477768,732400,10694,68,-39.509976540000004,51.83112335205078,100.0,7324,,
732399,0.001,0.09560659527778625,732500,,,,51.917808532714844,,,100.0,-41.73496504
732699,0.001,0.104507215321064,732800,10701,68,-39.55089963000001,51.03937911987305,100.0,7328,,
732899,0.001,0.11056384444236755,733000,,,,51.19047927856445,,,100.0,-42.6581993
733099,0.001,0.09726329892873764,733200,10708,68,-39.86800852,51.36058044433594,100.0,7332,,
733399,0.001,0.09102552384138107,733500,,,,52.13083267211914,,,100.0,-43.67327759999999
733499,0.001,0.06946064531803131,733600,10715,68,-40.10412875000001,51.66579055786133,100.0,7336,,
733899,0.001,0.09024258702993393,734000,,,,51.61959457397461,,,100.0,-42.44300756
,,,734000,10721,68,-40.40904818,,100.0,7340,,
734299,0.001,0.09769542515277863,734400,10723,68,-40.778885259999996,51.59696960449219,100.0,7344,,
734399,0.001,0.07393018901348114,734500,,,,51.42462158203125,,,100.0,-43.09146108
734699,0.001,0.09623648226261139,734800,10730,68,-40.67477668000001,52.03192901611328,100.0,7348,,
734899,0.001,0.09571613371372223,735000,,,,52.05940628051758,,,100.0,-44.2663259
735099,0.001,0.08518227934837341,735200,10737,68,-40.83905346,52.2076416015625,100.0,7352,,
735399,0.001,0.09836907684803009,735500,,,,51.885135650634766,,,100.0,-42.75192778
735499,0.001,0.10853484272956848,735600,10743,68,-41.10541987,52.19922637939453,100.0,7356,,
735899,0.001,0.10465355217456818,736000,,,,52.25086975097656,,,100.0,-42.31335722000001
,,,736000,10750,68,-40.932269229999996,,100.0,7360,,
736299,0.001,0.12589512765407562,736400,10753,68,-40.70668919,52.218177795410156,100.0,7364,,
736399,0.001,0.0966486781835556,736500,,,,51.516136169433594,,,100.0,-43.877163100000004
736699,0.001,0.11809844523668289,736800,10760,68,-40.74321963,51.9638671875,100.0,7368,,
736899,0.001,0.1361342966556549,737000,,,,51.96234130859375,,,100.0,-43.56315582000001
737099,0.001,0.10384385287761688,737200,10766,68,-40.870723690000005,52.011695861816406,100.0,7372,,
737399,0.001,0.10528868436813354,737500,,,,52.95905685424805,,,100.0,-42.24134714000001
737499,0.001,0.1036023497581482,737600,10773,68,-41.18348928,52.48953628540039,100.0,7376,,
737899,0.001,0.13806429505348206,738000,,,,51.91923522949219,,,100.0,-42.34675782
,,,738000,10779,68,-41.38977453,,100.0,7380,,
738299,0.001,0.1383744776248932,738400,10782,68,-41.73431302,52.758602142333984,100.0,7384,,
738399,0.001,0.1346355527639389,738500,,,,52.42946243286133,,,100.0,-45.30201687999999
738699,0.001,0.16708707809448242,738800,10789,68,-42.147301129999995,52.541748046875,100.0,7388,,
738899,0.001,0.15317612886428833,739000,,,,52.784942626953125,,,100.0,-48.80065170000001
739099,0.001,0.12695765495300293,739200,10795,68,-42.373964480000005,52.63573455810547,100.0,7392,,
739399,0.001,0.22026395797729492,739500,,,,52.515499114990234,,,100.0,-50.92492001999999
739499,0.001,0.13788460195064545,739600,10802,68,-42.4870844,52.56353759765625,100.0,7396,,
739899,0.001,0.1231108009815216,740000,,,,52.64297103881836,,,100.0,-52.623922040000004
,,,740000,10809,68,-42.99742609,,100.0,7400,,
740299,0.001,0.1305367797613144,740400,10811,68,-43.29511630000001,53.11575698852539,100.0,7404,,
740399,0.001,0.12753291428089142,740500,,,,53.280372619628906,,,100.0,-51.817877640000006
740699,0.001,0.1250966340303421,740800,10818,68,-43.39660247,53.15135192871094,100.0,7408,,
740899,0.001,0.15081816911697388,741000,,,,53.517913818359375,,,100.0,-48.62544268
741099,0.001,0.13462784886360168,741200,10825,68,-43.53290904999999,52.817787170410156,100.0,7412,,
741399,0.001,0.14698925614356995,741500,,,,53.116546630859375,,,100.0,-46.513823120000005
741499,0.001,0.11783580482006073,741600,10831,68,-43.62139129,53.463348388671875,100.0,7416,,
741899,0.001,0.14166149497032166,742000,,,,53.51414108276367,,,100.0,-44.46250088
,,,742000,10838,68,-43.58833106,,100.0,7420,,
742299,0.001,0.14301510155200958,742400,10841,68,-43.75739322999999,53.15993881225586,100.0,7424,,
742399,0.001,0.15416499972343445,742500,,,,53.658226013183594,,,100.0,-43.20086504
742699,0.001,0.1167285144329071,742800,10848,68,-43.792066430000006,53.89253234863281,100.0,7428,,
742899,0.001,0.11156301945447922,743000,,,,53.53771209716797,,,100.0,-43.29661324
743099,0.001,0.1451680064201355,743200,10854,68,-43.64743195999999,53.528465270996094,100.0,7432,,
743399,0.001,0.12425103038549423,743500,,,,53.286643981933594,,,100.0,-50.14766068
743499,0.001,0.13516375422477722,743600,10861,68,-43.69427006,53.38641357421875,100.0,7436,,
743899,0.001,0.10276888310909271,744000,,,,53.51190185546875,,,100.0,-40.58571298
,,,744000,10867,68,-43.526268,,100.0,7440,,
744299,0.001,0.20299728214740753,744400,10870,68,-43.60287066,53.59321212768555,100.0,7444,,
744399,0.001,0.1294148862361908,744500,,,,53.519203186035156,,,100.0,-42.07457108
744699,0.001,0.12058985233306885,744800,10876,68,-43.80820759,53.051578521728516,100.0,7448,,
744899,0.001,0.10367432236671448,745000,,,,53.48032760620117,,,100.0,-41.77486828
745099,0.001,0.1505172997713089,745200,10883,68,-43.74491763,53.3668098449707,100.0,7452,,
745399,0.001,0.13125751912593842,745500,,,,53.37568283081055,,,100.0,-40.42268060000001
745499,0.001,0.12390895187854767,745600,10890,68,-43.777610960000004,53.8953742980957,100.0,7456,,
745899,0.001,0.09576544165611267,746000,,,,53.18611145019531,,,100.0,-42.17006594
,,,746000,10897,68,-43.65318682,,100.0,7460,,
746299,0.001,0.09996949881315231,746400,10899,68,-43.72028372999999,53.31304931640625,100.0,7464,,
746399,0.001,0.14591273665428162,746500,,,,52.855865478515625,,,100.0,-39.54888144
746699,0.001,0.10287830233573914,746800,10906,68,-43.54251404000001,53.70944595336914,100.0,7468,,
746899,0.001,0.12316730618476868,747000,,,,53.511592864990234,,,100.0,-40.01420469999999
747099,0.001,0.12976714968681335,747200,10912,68,-43.708475580000005,53.48933029174805,100.0,7472,,
747399,0.001,0.11333484947681427,747500,,,,53.124847412109375,,,100.0,-39.68504006
747499,0.001,0.1275080144405365,747600,10919,68,-43.56727947,53.744773864746094,100.0,7476,,
747899,0.001,0.1281445473432541,748000,,,,53.28961181640625,,,100.0,-41.87531927999999
,,,748000,10926,68,-43.55621839,,100.0,7480,,
748299,0.001,0.12123540043830872,748400,10928,68,-43.473890229999995,52.823997497558594,100.0,7484,,
748399,0.001,0.11512492597103119,748500,,,,53.4753532409668,,,100.0,-40.34806804
748699,0.001,0.14293423295021057,748800,10935,68,-43.38098249000001,53.73055648803711,100.0,7488,,
748899,0.001,0.1118946298956871,749000,,,,53.35505676269531,,,100.0,-41.27493218000001
749099,0.001,0.11018569767475128,749200,10942,68,-42.97251956,52.97488021850586,100.0,7492,,
749399,0.001,0.1469903141260147,749500,,,,53.74138641357422,,,100.0,-47.5607382
749499,0.001,0.12274903804063797,749600,10948,68,-42.68932022999999,53.50413131713867,100.0,7496,,
749899,0.001,0.11001638323068619,750000,,,,53.45691680908203,,,100.0,-43.21300008
,,,750000,10955,68,-42.062005819999996,,100.0,7500,,
750299,0.001,0.09244507551193237,750400,10958,68,-41.628405060000006,53.45908737182617,100.0,7504,,
750399,0.001,0.1014069989323616,750500,,,,53.323482513427734,,,100.0,-41.28281534
750699,0.001,0.10643576830625534,750800,10964,68,-41.648909380000006,53.222503662109375,100.0,7508,,
750899,0.001,0.15373247861862183,751000,,,,53.2568473815918,,,100.0,-43.66939074000001
751099,0.001,0.12977313995361328,751200,10971,68,-41.77222602,53.58406066894531,100.0,7512,,
751399,0.001,0.13255035877227783,751500,,,,53.516326904296875,,,100.0,-42.610141320000004
751499,0.001,0.16491132974624634,751600,10978,68,-41.764965710000006,53.882850646972656,100.0,7516,,
751899,0.001,0.12652958929538727,752000,,,,53.169185638427734,,,100.0,-42.3579965
,,,752000,10985,68,-41.47188403,,100.0,7520,,
752299,0.001,0.10205105692148209,752400,10987,68,-41.32009395,53.546485900878906,100.0,7524,,
752399,0.001,0.15986689925193787,752500,,,,53.28968811035156,,,100.0,-43.52105982
752699,0.001,0.09748294949531555,752800,10994,68,-41.27004772,53.58563995361328,100.0,7528,,
752899,0.001,0.12104803323745728,753000,,,,53.17787170410156,,,100.0,-42.968254980000005
753099,0.001,0.13195562362670898,753200,11000,68,-41.390359489999994,52.89182662963867,100.0,7532,,
753399,0.001,0.1438712775707245,753500,,,,52.908226013183594,,,100.0,-43.78420346
753499,0.001,0.10787315666675568,753600,11007,68,-41.45817772,53.456947326660156,100.0,7536,,
753899,0.001,0.1933942437171936,754000,,,,53.17207717895508,,,100.0,-44.91356302000001
,,,754000,11013,68,-41.501084629999994,,100.0,7540,,
754299,0.001,0.12679710984230042,754400,11016,68,-41.354220809999994,52.64558410644531,100.0,7544,,
754399,0.001,0.14164307713508606,754500,,,,53.32350158691406,,,100.0,-46.462024660000004
754699,0.001,0.18822605907917023,754800,11023,68,-41.61036881000001,53.551719665527344,100.0,7548,,
754899,0.001,0.15286308526992798,755000,,,,53.85198974609375,,,100.0,-44.29710294
755099,0.001,0.1415438950061798,755200,11030,68,-41.86629019000001,53.044647216796875,100.0,7552,,
755399,0.001,0.12839022278785706,755500,,,,52.80055236816406,,,100.0,-42.092815099999996
755499,0.001,0.11592894792556763,755600,11036,68,-41.9440474,53.09269714355469,100.0,7556,,
755899,0.001,0.14856678247451782,756000,,,,52.3499755859375,,,100.0,-41.51208742
,,,756000,11043,68,-42.38813038999999,,100.0,7560,,
756299,0.001,0.10556278377771378,756400,11045,68,-42.54430821999999,52.5131950378418,100.0,7564,,
756399,0.001,0.1325989067554474,756500,,,,52.44718933105469,,,100.0,-42.7505458
756699,0.001,0.11596380174160004,756800,11052,68,-42.93923124,53.44932556152344,100.0,7568,,
756899,0.001,0.1295590102672577,757000,,,,52.82972717285156,,,100.0,-41.268261300000006
757099,0.001,0.12259170413017273,757200,11059,68,-42.71732527,52.69815444946289,100.0,7572,,
757399,0.001,0.14928339421749115,757500,,,,52.66118621826172,,,100.0,-40.802639320000004
757499,0.001,0.15611900389194489,757600,11065,68,-42.84436057999999,53.579429626464844,100.0,7576,,
757899,0.001,0.1429482102394104,758000,,,,53.28948211669922,,,100.0,-37.62316858
,,,758000,11072,68,-42.717538059999995,,100.0,7580,,
758299,0.001,0.13012558221817017,758400,11075,68,-42.56072342,52.7369499206543,100.0,7584,,
758399,0.001,0.14120575785636902,758500,,,,52.156288146972656,,,100.0,-39.30657948
758699,0.001,0.11658192425966263,758800,11081,68,-42.30194258,52.39292907714844,100.0,7588,,
758899,0.001,0.16944679617881775,759000,,,,53.0114860534668,,,100.0,-37.81373334
759099,0.001,0.14326494932174683,759200,11088,68,-42.43405350999999,52.58143615722656,100.0,7592,,
759399,0.001,0.17674879729747772,759500,,,,53.02210235595703,,,100.0,-39.3366988
759499,0.001,0.11437893658876419,759600,11095,68,-42.482335670000005,53.579429626464844,100.0,7596,,
759899,0.001,0.14856591820716858,760000,,,,52.946434020996094,,,100.0,-40.24899258
,,,760000,11102,68,-42.565190279999996,,100.0,7600,,
760299,0.001,0.15658235549926758,760400,11104,68,-42.57112395999999,52.87847900390625,100.0,7604,,
760399,0.001,0.15728645026683807,760500,,,,53.133949279785156,,,100.0,-40.69520898
760699,0.001,0.1303752064704895,760800,11111,68,-42.44308773999999,52.63569259643555,100.0,7608,,
760899,0.001,0.15536753833293915,761000,,,,52.925750732421875,,,100.0,-42.633631879999996
761099,0.001,0.11284857988357544,761200,11118,68,-42.17356621000001,52.59095764160156,100.0,7612,,
761399,0.001,0.24456609785556793,761500,,,,52.941001892089844,,,100.0,-54.73749632
761499,0.001,0.145145446062088,761600,11124,68,-42.413791169999996,52.564674377441406,100.0,7616,,
761899,0.001,0.12407813966274261,762000,,,,52.942874908447266,,,100.0,-43.94761622
,,,762000,11131,68,-42.5895793,,100.0,7620,,
762299,0.001,0.12247322499752045,762400,11133,68,-42.95751764,53.01701354980469,100.0,7624,,
762399,0.001,0.1260661631822586,762500,,,,52.632911682128906,,,100.0,-44.391300099999995
762699,0.001,0.21698692440986633,762800,11140,68,-42.93866204000001,52.738075256347656,100.0,7628,,
762899,0.001,0.13037927448749542,763000,,,,53.042076110839844,,,100.0,-45.24666002000001
763099,0.001,0.14862409234046936,763200,11146,68,-43.03949658,53.64810562133789,100.0,7632,,
763399,0.001,0.16878411173820496,763500,,,,52.74553680419922,,,100.0,-48.752313279999996
763499,0.001,0.12627393007278442,763600,11153,68,-42.704271229999996,52.354347229003906,100.0,7636,,
763899,0.001,0.10920441150665283,764000,,,,53.374183654785156,,,100.0,-43.5926339
,,,764000,11160,68,-42.79341956999999,,100.0,7640,,
764299,0.001,0.15471604466438293,764400,11163,68,-42.869291249999996,52.82981872558594,100.0,7644,,
764399,0.001,0.1300855129957199,764500,,,,52.89608383178711,,,100.0,-44.99479972
764699,0.001,0.15828284621238708,764800,11169,68,-42.82453112,53.33116912841797,100.0,7648,,
764899,0.001,0.17381927371025085,765000,,,,52.68164825439453,,,100.0,-46.112644100000004
765099,0.001,0.16888496279716492,765200,11176,68,-42.856756149999995,53.010528564453125,100.0,7652,,
765399,0.001,0.1311522126197815,765500,,,,53.28843307495117,,,100.0,-43.40223021999999
765499,0.001,0.21306291222572327,765600,11182,68,-42.83139270999999,53.037654876708984,100.0,7656,,
765899,0.001,0.1678251028060913,766000,,,,53.51770782470703,,,100.0,-44.943173900000005
,,,766000,11189,68,-42.70923059,,100.0,7660,,
766299,0.001,0.11806631833314896,766400,11191,68,-42.75802414999998,53.492637634277344,100.0,7664,,
766399,0.001,0.17305158078670502,766500,,,,52.9918327331543,,,100.0,-46.01768284
766699,0.001,0.14242273569107056,766800,11198,68,-42.597345430000004,53.49440002441406,100.0,7668,,
766899,0.001,0.1733410358428955,767000,,,,53.60588836669922,,,100.0,-45.92300988
767099,0.001,0.16838985681533813,767200,11205,68,-43.05165450999999,53.444557189941406,100.0,7672,,
767399,0.001,0.15967868268489838,767500,,,,53.707305908203125,,,100.0,-43.98979222
767499,0.001,0.1535954475402832,767600,11211,68,-43.2710677,53.21060562133789,100.0,7676,,
767899,0.001,0.17060914635658264,768000,,,,53.700889587402344,,,100.0,-47.52781476
,,,768000,11218,68,-43.699949290000006,,100.0,7680,,
768299,0.001,0.18342755734920502,768400,11221,68,-44.32940438000001,54.3797721862793,100.0,7684,,
768399,0.001,0.17231248319149017,768500,,,,54.000640869140625,,,100.0,-69.39655396
768699,0.001,0.29109716415405273,768800,11227,68,-45.481539780000006,53.69773864746094,100.0,7688,,
768899,0.001,0.200105220079422,769000,,,,54.156341552734375,,,100.0,-62.268137239999994
769099,0.001,0.17838653922080994,769200,11234,68,-47.19567219999999,54.43682861328125,100.0,7692,,
769399,0.001,0.2621770203113556,769500,,,,54.18663024902344,,,100.0,-54.42125834
769499,0.001,0.18478086590766907,769600,11241,68,-47.721382010000006,54.758705139160156,100.0,7696,,
769899,0.001,0.24395540356636047,770000,,,,54.0388069152832,,,100.0,-58.93234826
,,,770000,11248,68,-48.10444037,,100.0,7700,,
770299,0.001,0.20025479793548584,770400,11250,68,-48.83261361999999,53.772613525390625,100.0,7704,,
770399,0.001,0.21548859775066376,770500,,,,55.00579071044922,,,100.0,-72.06150928000001
770699,0.001,0.18031907081604004,770800,11257,68,-49.364266089999994,54.88859558105469,100.0,7708,,
770899,0.001,0.15597619116306305,771000,,,,55.046409606933594,,,100.0,-64.08632266
771099,0.001,0.17824137210845947,771200,11263,68,-49.82014074000001,53.72160720825195,100.0,7712,,
771399,0.001,0.1822858452796936,771500,,,,54.404083251953125,,,100.0,-49.94873271999999
771499,0.001,0.19400353729724884,771600,11270,68,-49.99314223,55.25641632080078,100.0,7716,,
771899,0.001,0.13689346611499786,772000,,,,54.630828857421875,,,100.0,-50.2254543
,,,772000,11277,68,-50.33779933999999,,100.0,7720,,
772299,0.001,0.1237075999379158,772400,11279,68,-50.24211716,54.70448303222656,100.0,7724,,
772399,0.001,0.13455592095851898,772500,,,,54.055931091308594,,,100.0,-56.334989699999994
772699,0.001,0.12935344874858856,772800,11286,68,-50.76653643999999,54.08687973022461,100.0,7728,,
772899,0.001,0.12111477553844452,773000,,,,54.74858093261719,,,100.0,-51.968881659999994
773099,0.001,0.15171343088150024,773200,11292,68,-51.266372740000016,53.96134567260742,100.0,7732,,
773399,0.001,0.13881029188632965,773500,,,,54.59849548339844,,,100.0,-53.808231539999994
773499,0.001,0.17309510707855225,773600,11299,68,-51.76846675000001,54.60450744628906,100.0,7736,,
773899,0.001,0.11008228361606598,774000,,,,54.118141174316406,,,100.0,-43.819594460000005
,,,774000,11306,68,-51.95725538000001,,100.0,7740,,
774299,0.001,0.12031543254852295,774400,11308,68,-51.90178952,54.04575729370117,100.0,7744,,
774399,0.001,0.11614760756492615,774500,,,,54.870948791503906,,,100.0,-40.64363064
774699,0.001,0.12869402766227722,774800,11315,68,-51.53109736,54.53163146972656,100.0,7748,,
774899,0.001,0.09692705422639847,775000,,,,54.54945373535156,,,100.0,-43.990606160000006
775099,0.001,0.1345416158437729,775200,11322,68,-51.249536660000004,54.76590347290039,100.0,7752,,
775399,0.001,0.10997247695922852,775500,,,,54.083526611328125,,,100.0,-42.050833080000004
775499,0.001,0.11664684116840363,775600,11328,68,-50.95338190999999,54.746055603027344,100.0,7756,,
775899,0.001,0.16513292491436005,776000,,,,54.29637908935547,,,100.0,-46.060143479999994
,,,776000,11335,68,-50.968337420000005,,100.0,7760,,
776299,0.001,0.12834471464157104,776400,11338,68,-50.80762199000001,54.70026397705078,100.0,7764,,
776399,0.001,0.11282533407211304,776500,,,,54.07607650756836,,,100.0,-51.49552542000001
776699,0.001,0.14158301055431366,776800,11344,68,-51.08078402,54.779788970947266,100.0,7768,,
776899,0.001,0.11697520315647125,777000,,,,55.10829544067383,,,100.0,-52.534769100000005
777099,0.001,0.1210537999868393,777200,11351,68,-50.95469367,54.88218688964844,100.0,7772,,
777399,0.001,0.1236715316772461,777500,,,,54.57395935058594,,,100.0,-53.08072616
777499,0.001,0.1641547679901123,777600,11358,68,-50.90742106,55.2180061340332,100.0,7776,,
777899,0.001,0.1305970698595047,778000,,,,54.828041076660156,,,100.0,-58.52681170000001
,,,778000,11365,68,-50.80836163,,100.0,7780,,
778299,0.001,0.11720851063728333,778400,11367,68,-51.0525292,55.64479064941406,100.0,7784,,
778399,0.001,0.11033006757497787,778500,,,,55.34318923950195,,,100.0,-56.73942948
778699,0.001,0.12429295480251312,778800,11374,68,-50.80372638,55.089637756347656,100.0,7788,,
778899,0.001,0.1351313292980194,779000,,,,55.65950012207031,,,100.0,-55.52763494
779099,0.001,0.1630706489086151,779200,11381,68,-49.810798000000005,55.0959358215332,100.0,7792,,
779399,0.001,0.16936051845550537,779500,,,,55.4161262512207,,,100.0,-55.740124619999996
779499,0.001,0.09336963295936584,779600,11387,68,-49.82351901000001,55.818504333496094,100.0,7796,,
779899,0.001,0.08990003168582916,780000,,,,54.98545837402344,,,100.0,-63.3802498
,,,780000,11394,68,-50.304085689999994,,100.0,7800,,
780299,0.001,0.0916658490896225,780400,11396,68,-50.37368605,55.58525848388672,100.0,7804,,
780399,0.001,0.11411898583173752,780500,,,,55.69005584716797,,,100.0,-60.76790964
780699,0.001,0.08335088193416595,780800,11403,68,-50.34946046,55.03273391723633,100.0,7808,,
780899,0.001,0.14821377396583557,781000,,,,55.58142852783203,,,100.0,-64.47012852
781099,0.001,0.11239856481552124,781200,11410,68,-50.481138169999994,55.57832336425781,100.0,7812,,
781399,0.001,0.11280751973390579,781500,,,,55.64921569824219,,,100.0,-53.34924422000001
781499,0.001,0.0898255929350853,781600,11416,68,-50.59047981,55.58985900878906,100.0,7816,,
781899,0.001,0.15795457363128662,782000,,,,56.10382843017578,,,100.0,-52.567982279999995
,,,782000,11423,68,-50.56247369999999,,100.0,7820,,
782299,0.001,0.120560422539711,782400,11426,68,-50.60856540000002,55.55747604370117,100.0,7824,,
782399,0.001,0.13690653443336487,782500,,,,55.55564880371094,,,100.0,-52.449334680000014
782699,0.001,0.10651181638240814,782800,11433,68,-50.27802879000001,56.24468994140625,100.0,7828,,
782899,0.001,0.10897661745548248,783000,,,,55.06422805786133,,,100.0,-49.316697139999995
783099,0.001,0.11523810029029846,783200,11439,68,-49.80917171,55.491432189941406,100.0,7832,,
783399,0.001,0.09895184636116028,783500,,,,55.40926742553711,,,100.0,-48.208256320000004
783499,0.001,0.08433438837528229,783600,11445,68,-49.69044552,55.487144470214844,100.0,7836,,
783899,0.001,0.10291992127895355,784000,,,,55.81591033935547,,,100.0,-45.76477903999999
,,,784000,11452,68,-49.49863507,,100.0,7840,,
784299,0.001,0.09750878810882568,784400,11455,68,-49.247093479999975,55.38198471069336,100.0,7844,,
784399,0.001,0.08245611190795898,784500,,,,55.813724517822266,,,100.0,-44.36037496000001
784699,0.001,0.07676380127668381,784800,11461,68,-49.28826666999999,55.14055633544922,100.0,7848,,
784899,0.001,0.08363550156354904,785000,,,,54.96025848388672,,,100.0,-42.431318299999994
785099,0.001,0.10073497146368027,785200,11468,68,-49.187705460000004,54.982276916503906,100.0,7852,,
785399,0.001,0.10073324292898178,785500,,,,54.94664764404297,,,100.0,-42.38024078
785499,0.001,0.09224393963813782,785600,11475,68,-49.433249669999995,54.48397445678711,100.0,7856,,
785899,0.001,0.10913556069135666,786000,,,,54.80004119873047,,,100.0,-42.8780925
,,,786000,11481,68,-49.35635934000001,,100.0,7860,,
786299,0.001,0.07495999336242676,786400,11484,68,-49.337220280000004,54.666015625,100.0,7864,,
786399,0.001,0.08552476763725281,786500,,,,54.978633880615234,,,100.0,-39.80473507999999
786699,0.001,0.09718909859657288,786800,11490,68,-49.018032729999995,54.21808624267578,100.0,7868,,
786899,0.001,0.08324604481458664,787000,,,,54.25535202026367,,,100.0,-38.762158819999996
787099,0.001,0.0858684629201889,787200,11498,68,-48.87509876000001,54.503509521484375,100.0,7872,,
787399,0.001,0.07428473234176636,787500,,,,54.08692932128906,,,100.0,-38.467885419999995
787499,0.001,0.09068053960800171,787600,11504,68,-48.60676311,54.657135009765625,100.0,7876,,
787899,0.001,0.11858556419610977,788000,,,,53.9876708984375,,,100.0,-39.55123141999999
,,,788000,11511,68,-48.20297907,,100.0,7880,,
788299,0.001,0.09587574005126953,788400,11514,68,-47.49004249000001,54.648773193359375,100.0,7884,,
788399,0.001,0.10721269249916077,788500,,,,54.64495086669922,,,100.0,-41.67016716
788699,0.001,0.1101108267903328,788800,11520,68,-46.67459129000001,53.97880935668945,100.0,7888,,
788899,0.001,0.08693535625934601,789000,,,,54.03911590576172,,,100.0,-46.56381827999999
789099,0.001,0.13432078063488007,789200,11526,68,-45.793513010000005,54.95169448852539,100.0,7892,,
789399,0.001,0.09679050743579865,789500,,,,53.96623992919922,,,100.0,-42.1953398
789499,0.001,0.08822110295295715,789600,11533,68,-45.24538692,54.18214416503906,100.0,7896,,
789899,0.001,0.06930026412010193,790000,,,,53.15753173828125,,,100.0,-42.53867076
,,,790000,11540,68,-44.619787460000005,,100.0,7900,,
790299,0.001,0.09392888098955154,790400,11543,68,-43.80644959999999,54.479530334472656,100.0,7904,,
790399,0.001,0.07568132132291794,790500,,,,53.63854217529297,,,100.0,-41.71468941999999
790699,0.001,0.10705297440290451,790800,11549,68,-43.165749690000006,53.84036636352539,100.0,7908,,
790899,0.001,0.08116307109594345,791000,,,,53.73388671875,,,100.0,-40.8400775
791099,0.001,0.09824161231517792,791200,11556,68,-42.40972378000001,53.63167190551758,100.0,7912,,
791399,0.001,0.1401352733373642,791500,,,,53.70591354370117,,,100.0,-42.0710477
791499,0.001,0.16371385753154755,791600,11563,68,-41.70137108,53.12399673461914,100.0,7916,,
791899,0.001,0.07685394585132599,792000,,,,53.534488677978516,,,100.0,-44.960519440000006
,,,792000,11569,68,-41.31740088000001,,100.0,7920,,
792299,0.001,0.1175965815782547,792400,11572,68,-40.68842373,53.70491027832031,100.0,7924,,
792399,0.001,0.1032097265124321,792500,,,,53.59041976928711,,,100.0,-43.47038606
792699,0.001,0.10357430577278137,792800,11578,68,-40.37547645,53.786888122558594,100.0,7928,,
792899,0.001,0.12221429497003555,793000,,,,53.62477493286133,,,100.0,-39.21389124
793099,0.001,0.07641291618347168,793200,11585,68,-39.958267879999994,52.93061828613281,100.0,7932,,
793399,0.001,0.09146124124526978,793500,,,,54.138389587402344,,,100.0,-43.58117946
793499,0.001,0.07484360039234161,793600,11592,68,-39.67370119,52.94644546508789,100.0,7936,,
793899,0.001,0.09739255905151367,794000,,,,53.50184631347656,,,100.0,-41.274816359999996
,,,794000,11598,68,-39.56484224999999,,100.0,7940,,
794299,0.001,0.09075269103050232,794400,11601,68,-39.559600069999995,53.54328918457031,100.0,7944,,
794399,0.001,0.07459640502929688,794500,,,,53.25432586669922,,,100.0,-40.20894442
794699,0.001,0.08662465959787369,794800,11608,68,-39.46351375,53.592498779296875,100.0,7948,,
794899,0.001,0.07038833945989609,795000,,,,53.52513122558594,,,100.0,-41.38558102000001
795099,0.001,0.08148975670337677,795200,11614,68,-39.458611870000006,52.78758239746094,100.0,7952,,
795399,0.001,0.08062043786048889,795500,,,,53.552608489990234,,,100.0,-39.49760146
795499,0.001,0.08509112894535065,795600,11621,68,-39.264691160000005,52.81365203857422,100.0,7956,,
795899,0.001,0.09219861775636673,796000,,,,53.414031982421875,,,100.0,-40.64366748
,,,796000,11627,68,-39.06368032,,100.0,7960,,
796299,0.001,0.09384185075759888,796400,11630,68,-39.128471270000006,53.1862678527832,100.0,7964,,
796399,0.001,0.08466273546218872,796500,,,,53.08033752441406,,,100.0,-39.1826705
796699,0.001,0.08720965683460236,796800,11637,68,-39.1839737,53.05250930786133,100.0,7968,,
796899,0.001,0.08569426089525223,797000,,,,52.79841613769531,,,100.0,-39.42145798000001
797099,0.001,0.08755457401275635,797200,11644,68,-39.080116430000004,53.07011413574219,100.0,7972,,
797399,0.001,0.09346380829811096,797500,,,,52.94466781616211,,,100.0,-39.71111734
797499,0.001,0.11110074818134308,797600,11651,68,-39.028941180000004,53.01143264770508,100.0,7976,,
797899,0.001,0.08776853233575821,798000,,,,52.67341613769531,,,100.0,-42.55886036
,,,798000,11657,68,-39.01934279,,100.0,7980,,
798299,0.001,0.10282646119594574,798400,11660,68,-38.91288998,53.072837829589844,100.0,7984,,
798399,0.001,0.08144091069698334,798500,,,,52.540496826171875,,,100.0,-39.85862743999999
798699,0.001,0.08141393959522247,798800,11666,68,-39.06982054,52.860496520996094,100.0,7988,,
